sentence_id,word,label
15,and/or,O
15,road,O
15,conditions,O
15,dry,O
15,in,O
15,the,O
15,area.,O
16,Disengage,B-E
16,for,O
16,unwanted,B-C
16,maneuver,I-C
16,of,O
16,the,O
16,vehicle,O
16,that,O
16,was,O
16,undesirable,O
16,under,O
16,the,O
16,circumstances,O
17,Planning,O
17,"discrepancy,",O
17,incorrect,O
17,trajectory,O
17,estimating,O
17,during,O
17,parking,O
17,maneuver,O
18,Safety,O
18,Driver,O
18,disengaged,O
18,to,O
18,manually,O
18,drive,O
18,through,O
18,crosswalk.,O
19,The,O
19,planner,O
19,was,O
19,not,O
19,able,O
19,to,O
19,generate,O
19,a,O
19,valid,O
19,trajectory.,O
19,The,O
19,system,O
19,asked,O
19,the,O
19,operator,O
19,to,O
19,take,O
19,control,O
19,of,O
19,the,O
19,vehicle.,O
20,Driver,B-E
20,disengagement,I-E
20,due,O
20,to,O
20,planning,B-C
20,discrepancy,I-C
20,in,O
20,the,O
20,determination,O
20,of,O
20,autonomous,O
20,vehicle,O
20,speed,O
21,Driver,B-E
21,disengagement,I-E
21,due,O
21,to,O
21,planning,B-C
21,discrepancy,I-C
21,in,O
21,the,O
21,recommendation,O
21,of,O
21,lane,O
21,change,O
22,Driver,B-E
22,disengagement,I-E
22,due,O
22,to,O
22,safety,B-C
22,monitor,I-C
22,notification,I-C
22,of,O
22,general,O
22,system,O
22,discrepancy,O
23,Delivery,O
23,truck,O
23,parked,O
23,in,O
23,"lane,",O
23,would,O
23,break,O
23,rules,O
23,to,O
23,cross,O
23,into,O
23,oncoming,O
23,lane,O
23,to,O
23,get,O
23,around,O
23,it,O
24,Car,O
24,detected,O
24,red,O
24,traffic,O
24,light,O
24,color,O
24,instead,O
24,of,O
24,"green,",O
24,missclassification,O
24,in,O
24,perception,O
25,Controls,O
25,disengaged,O
25,after,O
25,requested,O
25,a,O
25,deceleration,O
25,beyond,O
25,limit,O
26,Car,O
26,software,O
26,"crashed,",O
26,and,O
26,system,O
26,needed,O
26,to,O
26,be,O
26,"rebooted,",O
26,under,O
26,investigation,O
27,Vehicle,O
27,in,O
27,adjacent,O
27,lane,O
27,was,O
27,too,O
27,close,O
27,to,O
27,car,O
28,Industrial,O
28,garbage,O
28,bin,O
28,obstructing,O
28,lane,O
29,Car,O
29,steering,O
29,into,O
29,bike,O
29,"lane,",O
29,disagreement,O
29,between,O
29,actual,O
29,and,O
29,estimated,O
29,positions,O
30,Car,B-E
30,too,I-E
30,slow,I-E
30,to,O
30,make,O
30,left,O
30,turn,O
30,at,O
30,"intersection,",O
30,due,O
30,to,O
30,internal,B-C
30,system,I-C
30,speed,I-C
30,contraint,I-C
31,Car,O
31,stopped,O
31,in,O
31,middle,O
31,of,O
31,intersection,O
31,and,O
31,did,O
31,not,O
31,proceed,O
31,after,O
31,pedestrian,O
31,was,O
31,finished,O
31,crossing,O
31,crosswalk,O
32,Car,O
32,did,O
32,not,O
32,see,O
32,vehicle,O
32,to,O
32,right,O
32,during,O
32,4-way,O
32,"stop,",O
32,perception,O
32,issue,O
33,Person,O
33,on,O
33,scooter,O
33,weaving,O
33,in,O
33,lane,O
34,Yellow,O
34,light,O
34,detected,O
34,in,O
34,middle,O
34,of,O
34,right-turn,O
34,at,O
34,traffic,O
34,light,O
35,Car,O
35,did,O
35,not,O
35,detect,O
35,vehicle,O
35,in,O
35,"front,",O
35,perception,O
35,saw,O
35,vehicle,O
35,in,O
35,motion,O
35,when,O
35,static,O
36,Vehicle,O
36,backing,O
36,up,O
36,from,O
36,parking,O
36,spot,O
36,into,O
36,lane,O
37,Car,O
37,stopped,O
37,on,O
37,right,O
37,turn,O
37,on,O
37,red,O
37,(did,O
37,not,O
37,complete,O
37,"turn),",O
37,slow,O
37,down,O
37,command,O
37,during,O
37,turn,O
37,execution,O
38,Safety,O
38,Driver,O
38,disengaged,B-E
38,due,O
38,to,O
38,cut-in,B-C
38,issue.,I-C
39,The,O
39,operator,O
39,disengaged,O
39,the,O
39,system,O
39,manually,O
39,to,O
39,remain,O
39,in,O
39,the,O
39,operational,O
39,design,O
39,domain.,O
39,This,O
39,was,O
39,accomplished,O
39,by,O
39,pressing,O
39,the,O
39,brake,O
39,pedal,O
39,to,O
39,reduce,O
39,the,O
39,velocity,O
39,of,O
39,the,O
39,vehicle.,O
40,Safety,O
40,Driver,O
40,disengaged,O
40,to,O
40,ensure,O
40,proper,O
40,behavior,O
40,at,O
40,traffic,O
40,light.,O
41,Safety,O
41,Driver,O
41,disengaged,O
41,to,O
41,re-center,O
41,vehicle,O
41,in,O
41,lane.,O
42,Safety,O
42,Driver,O
42,disengaged,O
42,upon,O
42,judging,O
42,that,O
42,vehicle,O
42,was,O
42,too,O
42,close,O
42,to,O
42,other,O
42,road,O
42,user,O
42,or,O
42,obstacle.,O
43,Safety,O
43,Driver,O
43,disengaged,O
43,upon,O
43,judging,O
43,that,O
43,vehicle,O
43,was,O
43,too,O
43,close,O
43,to,O
43,road,O
43,boundary.,O
44,Safety,B-E
44,Driver,I-E
44,disengaged,I-E
44,near,O
44,crosswalk,O
44,due,O
44,to,O
44,overly,B-C
44,conservative,I-C
44,vehicle,I-C
44,behavior.,I-C
45,Car,O
45,stopped,O
45,too,O
45,far,O
45,from,O
45,line,O
45,at,O
45,"intersection,",O
45,map,O
45,annotation,O
45,incorrect,O
46,Reckless,O
46,driver,O
46,behind,O
46,car,O
46,trying,O
46,to,O
46,undertake,O
46,during,O
46,right,O
46,turn.,O
47,Car,O
47,detected,O
47,green,O
47,traffic,O
47,light,O
47,color,O
47,when,O
47,"red,",O
47,missclassification,O
47,in,O
47,perception,O
48,Car,O
48,driving,B-E
48,too,I-E
48,slow,I-E
48,due,O
48,to,O
48,stopped,B-C
48,truck,I-C
48,straddling,O
48,lane,O
49,Parked,O
49,vehicle,O
49,sticking,O
49,out,O
49,in,O
49,road,O
50,Car,O
50,"stopped,",O
50,then,O
50,proceeded,O
50,to,O
50,make,O
50,right,O
50,turn,O
50,on,O
50,red,O
50,however,O
50,did,O
50,not,O
50,have,O
50,sufficient,O
50,view,O
50,of,O
50,oncoming,O
50,traffic,O
51,Car,O
51,was,O
51,going,O
51,to,O
51,cross,O
51,4-way,O
51,stop,O
51,intersection,O
51,when,O
51,it,O
51,was,O
51,not,O
51,its,O
51,"turn,",O
51,perception,O
51,insufficient,O
52,Reckless,O
52,driver,O
52,trying,O
52,to,O
52,undertake,O
52,on,O
52,right,O
52,turn,O
52,at,O
52,red,O
52,light,O
53,Planning,O
53,discrepancy;,O
53,during,O
53,double,O
53,parked,O
53,vehicle,O
53,avoidance,O
53,"maneuver,",O
53,system,O
53,planned,O
53,incorrect,O
53,trajectory,O
54,The,O
54,operator,O
54,disengaged,O
54,the,O
54,system,O
54,manually,O
54,to,O
54,remain,O
54,in,O
54,the,O
54,operational,O
54,design,O
54,domain.,O
54,The,O
54,driver,O
54,performed,O
54,a,O
54,steering,O
54,manouver,O
54,to,O
54,correct,O
54,the,O
54,trajectory,O
54,of,O
54,the,O
54,vehicle.,O
55,Driver,O
55,pressed,O
55,the,O
55,accelerator,O
55,pedal,O
55,because,O
55,the,O
55,vehicle,O
55,was,O
55,driving,O
55,slower,O
55,than,O
55,driver,O
55,expected.,O
55,Vehicle,O
55,not,O
55,in,O
55,an,O
55,active,O
55,construction,O
55,zone.,O
55,No,O
55,emergency,O
55,vehicles,O
55,or,O
55,collisions,O
55,present,O
55,in,O
55,the,O
55,vicinity.,O
55,Weather,O
55,and/or,O
55,road,O
55,conditions,O
55,dry,O
55,in,O
55,the,O
55,area.,O
56,"Planning,",O
56,driver,O
56,precautionarily,O
56,intervened,O
56,for,O
56,insufficient,B-C
56,yielding,I-C
56,to,O
56,a,O
56,vehicle,O
56,going,O
56,straight,O
57,Safety,O
57,Driver,B-E
57,disengaged,I-E
57,due,O
57,to,O
57,issue,B-C
57,with,O
57,lane,O
57,change,O
57,maneuver.,O
58,During,O
58,an,O
58,exit/merge,O
58,the,O
58,test,O
58,vehicle,O
58,was,O
58,going,O
58,the,O
58,"""correct""",O
58,speed,O
58,as,O
58,posted,O
58,by,O
58,road,O
58,"signs,",O
58,but,O
58,was,O
58,going,O
58,too,O
58,slow,O
58,or,O
58,too,O
58,fast,O
58,given,O
58,the,B-C
58,traffic,I-C
58,and,O
58,road,B-C
58,conditions.,I-C
58,Conditions:,O
58,Non-inclement,O
58,"weather,",O
58,dry,O
58,"roads,",O
58,no,O
58,other,O
58,factors,O
58,involved,O
59,During,O
59,a,O
59,"merge,",O
59,the,O
59,test,O
59,vehicle,O
59,failed,O
59,to,O
59,keep,O
59,an,O
59,appropriate,O
59,distance,O
59,between,O
59,a,O
59,merging,O
59,car,O
59,or,O
59,the,O
59,merging,O
59,car,O
59,failed,O
59,to,O
59,yield,O
59,to,O
59,us.,O
59,Conditions:,O
59,Non-inclement,O
59,"weather,",O
59,dry,O
59,"roads,",O
59,no,O
59,other,O
59,factors,O
59,involved,O
60,Reckless,O
60,driver,O
60,tailgating,O
61,Detected,O
61,red,O
61,traffic,O
61,light,O
61,color,O
61,when,O
61,"green,",O
61,missclassification,O
61,in,O
61,perception,O
62,Stopped,O
62,at,O
62,pedestrian,O
62,crossing,O
62,when,O
62,there,O
62,was,O
62,no,O
62,"pedestrian,",O
62,yield,O
62,sign,O
62,misinterpreted,O
62,as,O
62,pedestrian,O
63,Right,O
63,turn,O
63,at,O
63,traffic,O
63,light,O
63,too,O
63,"slow,",O
63,due,O
63,to,O
63,internal,B-C
63,system,I-C
63,speed,I-C
63,contraint,I-C
64,Vehicle,O
64,on,O
64,left,O
64,of,O
64,3-way,O
64,stop,O
64,intersection,O
64,not,O
64,"detected,",O
64,sensors,O
64,inputs,O
64,into,O
64,fusion,O
64,layer,O
64,did,O
64,not,O
64,agree,O
64,with,O
64,high,O
64,confidence,O
64,that,O
64,a,O
64,perpendicular,O
64,facing,O
64,vehicle,O
64,was,O
64,at,O
64,the,O
64,intersection,O
65,Understeer,O
65,on,O
65,right,O
65,"turn,",O
65,control,O
65,tuning,O
65,needs,O
65,improvement,O
66,Prediction,O
66,discrepancy;,O
66,incorrect,B-E
66,trajectory,I-E
66,estimation,I-E
66,for,O
66,a,B-C
66,vehicle,I-C
66,cutting,O
66,into,O
66,lane,O
66,of,O
66,traffic,O
67,Car,O
67,approaching,O
67,stop,O
67,intersection,O
67,too,O
67,"fast,",O
67,deceleration,O
67,profile,O
67,for,O
67,longitudonal,O
67,control,O
67,required,O
67,tuning,O
68,Car,O
68,creeping,O
68,into,O
68,crosswalk,O
68,when,O
68,stopping,O
68,for,O
68,"intersection,",O
68,incorrect,O
68,map,O
68,annotation,O
68,for,O
68,crosswalk,O
68,intersection,O
69,Car,O
69,too,O
69,slow,O
69,to,O
69,make,O
69,left,O
69,turn,O
69,at,O
69,"intersection,",O
69,intersection,O
69,deemed,O
69,not,O
69,clear,O
69,although,O
69,car,O
69,had,O
69,right,O
69,of,O
69,way,O
70,Detected,O
70,green,O
70,traffic,O
70,light,O
70,color,O
70,when,O
70,"red,",O
70,misclassification,O
70,in,O
70,perception,O
71,Car,O
71,too,O
71,slow,O
71,to,O
71,cross,O
71,stop-intersection,O
71,when,O
71,it,O
71,was,O
71,its,O
71,turn,O
71,due,O
71,to,O
71,controls,B-C
71,logic,I-C
72,Car,O
72,taking,O
72,too,O
72,long,O
72,to,O
72,make,O
72,a,O
72,lane,O
72,"change,",O
72,perception,O
72,judged,O
72,space,O
72,insufficient,O
73,Car,O
73,backing,O
73,out,O
73,into,O
73,vehicle,O
73,and,O
73,pedestrians,O
73,J-walking,O
73,on,O
73,opposite,O
73,side,O
73,of,O
73,street,O
74,Stopped,O
74,on,O
74,right,O
74,turn,O
74,at,O
74,red,O
74,light,O
74,too,O
74,early,O
74,before,O
74,"proceeding,",O
74,planning,O
74,needs,O
74,to,O
74,be,O
74,modified,O
74,to,O
74,account,O
74,for,O
74,right,O
74,turn,O
74,visibility,O
74,at,O
74,intersection,O
75,Safety,O
75,Driver,O
75,disengaged,B-E
75,due,O
75,to,O
75,inappropriate,B-C
75,braking,I-C
75,proposal.,I-C
76,Driver,B-E
76,disengagement,I-E
76,due,O
76,to,O
76,perception,B-C
76,discrepancy,I-C
76,in,O
76,the,O
76,detection,O
76,of,O
76,vehicle,O
76,in,O
76,adjacent,O
76,lane,O
77,Driver,B-E
77,disengagement,I-E
77,due,O
77,to,O
77,planning,B-C
77,discrepancy,I-C
77,in,O
77,the,O
77,execution,O
77,of,O
77,mandatory,O
77,lane,O
77,change,O
78,Prediction,O
78,discrepancy;,O
78,incorrect,B-E
78,trajectory,I-E
78,estimation,I-E
78,for,O
78,a,B-C
78,vehicle,I-C
78,entering,O
78,4-way,O
78,intersection,O
78,early,O
79,Hardware,B-C
79,diagnostic,I-C
79,caused,O
79,software,B-E
79,kickout,I-E
80,Motion/Behaviour,O
80,planning,O
80,discrepancy;,O
80,On,O
80,city,O
80,road,O
80,in,O
80,moderate,O
80,traffic,O
80,with,O
80,cloudy,O
80,sky,O
80,during,O
80,dusk,O
81,Motion,O
81,&,O
81,Planning,O
81,Issue:,O
81,Wrong,O
81,trajectory,O
81,at,O
81,highway,O
81,exit,O
82,Motion/Behaviour,O
82,planning,O
82,discrepancy;,O
82,On,O
82,city,O
82,road,O
82,in,O
82,moderate,O
82,traffic,O
82,with,O
82,clear,O
82,sky,O
82,during,O
82,night,O
83,An,B-C
83,issue,I-C
83,with,O
83,motion,O
83,control,O
83,system,O
83,caused,O
83,the,O
83,system,O
83,to,O
83,disengage.,B-E
83,The,O
83,system,O
83,asked,O
83,the,O
83,operator,O
83,to,O
83,take,O
83,control,O
83,of,O
83,the,O
83,vehicle.,O
84,Car,O
84,did,O
84,not,O
84,slow,O
84,down,O
84,soon,O
84,enough,O
84,for,O
84,detected,O
84,"vehicle,",O
84,perception,O
84,saw,O
84,vehicle,O
84,in,O
84,motion,O
84,when,O
84,static,O
85,Car,O
85,did,O
85,not,O
85,drive,O
85,once,O
85,traffic,O
85,light,O
85,turned,O
85,"green,",O
85,acceleration,O
85,request,O
85,too,O
85,low,O
85,for,O
85,longitudinal,O
85,control,O
86,Car,O
86,getting,O
86,close,O
86,to,O
86,curb,O
86,of,O
86,sidewalk,O
86,while,O
86,driving,O
86,due,O
86,to,O
86,oscillation,B-C
86,in,O
86,lateral,O
86,control,O
87,Car,O
87,stopping,O
87,too,O
87,close,O
87,to,O
87,crosswalk,O
87,at,O
87,"intersection,",O
87,map,O
87,annotation,O
87,incorrect,O
88,Speed,O
88,not,O
88,reduced,O
88,during,O
88,right,O
88,"turn,",O
88,curvature,O
88,in,O
88,map,O
88,annotation,O
88,not,O
88,correctly,O
88,defined,O
89,Car,O
89,too,O
89,slow,O
89,to,O
89,cross,O
89,stop-intersection,O
89,when,O
89,it,O
89,was,O
89,its,O
89,turn,O
89,to,O
89,go,O
89,(at,O
89,4,O
89,way,O
89,stop),O
89,due,O
89,controls,B-C
89,logic,I-C
90,Reckless,O
90,driver,O
90,tailgating,O
90,us,O
90,at,O
90,a,O
90,stop,O
91,Reckless,O
91,driver,O
91,making,O
91,3-point,O
91,turn,O
91,backing,O
91,into,O
91,our,O
91,lane,O
92,Car,O
92,creeping,O
92,forward,O
92,during,O
92,red,O
92,light,O
92,at,O
92,"intersection,",O
92,confidence,O
92,in,O
92,red,O
92,light,O
92,detection,O
92,was,O
92,fluctuating,O
93,An,B-C
93,issue,I-C
93,with,O
93,localization,O
93,component,O
93,caused,O
93,the,O
93,system,O
93,to,O
93,disengage.,B-E
93,The,O
93,system,O
93,asked,O
93,the,O
93,operator,O
93,to,O
93,take,O
93,control,O
93,of,O
93,the,O
93,vehicle.,O
94,In,O
94,a,O
94,congested,O
94,"area,",O
94,the,O
94,testing,O
94,car,O
94,was,O
94,too,O
94,close,O
94,to,O
94,the,O
94,front,O
94,car,O
94,while,O
94,proceeding,O
94,lane,O
94,change,O
94,to,O
94,the,O
94,left.,O
94,Driver,O
94,took,O
94,over,O
94,for,O
94,precaution.,O
95,"Perception,",O
95,driver,O
95,took,O
95,over,O
95,to,O
95,avoid,O
95,hitting,O
95,a,O
95,gate,O
95,which,O
95,is,O
95,accidently,O
95,closed,O
95,by,O
95,a,O
95,community,O
95,safety,O
95,guard,O
96,The,O
96,testing,O
96,car,O
96,did,O
96,not,O
96,yield,O
96,to,O
96,the,O
96,oncoming,O
96,car,O
96,while,O
96,executing,O
96,a,O
96,right,O
96,turn,O
96,without,O
96,traffic,O
96,light.,O
96,The,O
96,driver,O
96,took,O
96,over.,O
97,The,O
97,system,O
97,disengaged,B-E
97,because,O
97,of,O
97,an,B-C
97,error,I-C
97,with,O
97,the,O
97,fusion,O
97,component.,O
97,The,O
97,system,O
97,asked,O
97,the,O
97,operator,O
97,to,O
97,take,O
97,control,O
97,of,O
97,the,O
97,vehicle.,O
98,"Planning,",O
98,driver,O
98,precautionarily,O
98,intervened,O
98,for,O
98,reckless,B-C
98,behind,I-C
98,vehicle,O
98,rushing,O
98,to,O
98,enter,O
98,zigzag(Single,O
98,lane,O
98,to,O
98,two,O
98,lanes,O
98,split),O
99,AV,O
99,at,O
99,a,O
99,stop,O
99,sign,O
99,intersection,O
99,with,O
99,two,O
99,other,O
99,trailing,O
99,vehicles.,O
99,The,O
99,current,O
99,AV,O
99,version,O
99,takes,O
99,a,O
99,cautious,O
99,stop-creep,O
99,action,O
99,at,O
99,a,O
99,stop,O
99,sign,O
99,"junction,",O
99,which,O
99,is,O
99,slower,O
99,&,O
99,conservative,O
99,than,O
99,a,O
99,typical,O
99,human,O
99,driver.,O
99,Safety,O
99,driver,O
99,took,O
99,over,O
99,to,O
99,avoid,O
99,any,O
99,inconvenience,O
99,to,O
99,the,O
99,other,O
99,vehicles,O
100,AV,O
100,falsely,O
100,detects,O
100,a,O
100,pedestrian,O
100,yield,O
100,sign,O
100,as,O
100,a,O
100,"pedestrian,",O
100,causing,O
100,the,O
100,AV,O
100,to,O
100,come,O
100,to,O
100,a,O
100,stop.,O
100,Safety,O
100,driver,O
100,initiates,O
100,take,O
100,over,O
100,to,O
100,maintain,O
100,smooth,O
100,traffic,O
100,flow.,O
101,AV,O
101,at,O
101,a,O
101,stop,O
101,sign,O
101,intersection,O
101,with,O
101,one,O
101,other,O
101,trailing,O
101,vehicle.,O
101,The,O
101,current,O
101,AV,O
101,version,O
101,takes,O
101,a,O
101,cautious,O
101,stop-creep,O
101,action,O
101,at,O
101,a,O
101,stop,O
101,sign,O
101,"junction,",O
101,which,O
101,is,O
101,slower,O
101,&,O
101,conservative,O
101,than,O
101,a,O
101,typical,O
101,human,O
101,driver.,O
101,Safety,O
101,driver,O
101,took,O
101,over,O
101,to,O
101,avoid,O
101,any,O
101,inconvenience,O
101,to,O
101,the,O
101,other,O
101,vehicle,O
102,AV,O
102,at,O
102,a,O
102,4-way,O
102,stop,O
102,sign,O
102,intersection,O
102,with,O
102,other,O
102,vehicles.,O
102,The,O
102,current,O
102,AV,O
102,version,O
102,takes,O
102,a,O
102,cautious,O
102,stop-creep,O
102,action,O
102,at,O
102,a,O
102,stop,O
102,sign,O
102,"junction,",O
102,which,O
102,is,O
102,slower,O
102,than,O
102,a,O
102,typical,O
102,human,O
102,driver.,O
102,Safety,O
102,driver,O
102,took,O
102,over,O
102,to,O
102,avoid,O
102,any,O
102,inconvenience,O
102,to,O
102,other,O
102,vehicles.,O
103,Safety,O
103,Driver,O
103,disengaged,O
103,due,O
103,to,O
103,inappropriate,B-C
103,steering.,I-C
104,Lateral,O
104,oscillation,O
104,detected,O
104,for,O
104,a,O
104,couple,O
104,of,O
104,seconds.,O
104,The,O
104,safety,O
104,driver,O
104,decided,O
104,to,O
104,take,O
104,over.,O
104,Cause:,O
104,Lateral,B-C
104,controller,I-C
104,sensitivity,I-C
104,to,O
104,quick,O
104,path,O
104,change,O
104,commands,O
104,or,O
104,localization,B-C
104,errors,I-C
104,causing,O
104,oscillation.,B-E
105,AV,O
105,at,O
105,a,O
105,busy,O
105,4-way,O
105,stop,O
105,sign,O
105,intersection.,O
105,The,O
105,current,O
105,AV,O
105,version,O
105,takes,O
105,a,O
105,cautious,O
105,stop-creep,O
105,action,O
105,at,O
105,a,O
105,stop,O
105,sign,O
105,"junction,",O
105,which,O
105,is,O
105,slower,O
105,than,O
105,a,O
105,typical,O
105,human,O
105,driver.,O
105,Safety,O
105,driver,O
105,took,O
105,over,O
105,to,O
105,avoid,O
105,any,O
105,inconvenience,O
105,to,O
105,other,O
105,vehicles.,O
106,AV,O
106,at,O
106,a,O
106,busy,O
106,stop,O
106,sign,O
106,intersection.,O
106,AV,O
106,starts,O
106,to,O
106,move,O
106,after,O
106,the,O
106,first,O
106,cross,O
106,vehicle,O
106,turns,O
106,"in,",O
106,however,O
106,it,O
106,comes,O
106,to,O
106,a,O
106,stop,O
106,when,O
106,another,O
106,vehicle,O
106,approaches,O
106,the,O
106,cross,O
106,stop,O
106,sign.,O
106,The,O
106,second,O
106,vehicle,O
106,also,O
106,turns,O
106,in,O
106,ahead,O
106,of,O
106,"AV,",O
106,as,O
106,the,O
106,AV,O
106,response,O
106,is,O
106,slow,O
106,and,O
106,conservative.,O
106,Safety,O
106,driver,O
106,intervenes,O
106,once,O
106,the,O
106,2nd,O
106,vehicle,O
106,took,O
106,AV's,O
106,right,O
106,of,O
106,way.,O
107,AV,O
107,decides,O
107,to,O
107,stop,O
107,for,O
107,an,O
107,on-coming,O
107,"vehicle,",O
107,even,O
107,though,O
107,there,O
107,is,O
107,enough,O
107,room,O
107,for,O
107,both,O
107,vehicles,O
107,in,O
107,their,O
107,respective,O
107,lanes.,O
107,Safety,O
107,driver,O
107,takes,O
107,over,O
107,so,O
107,that,O
107,the,O
107,AV,O
107,does,O
107,not,O
107,come,O
107,to,O
107,an,O
107,unexpected,O
107,stop,O
107,on,O
107,the,O
107,steet.,O
108,AV,O
108,at,O
108,stop,O
108,sign,O
108,intersection,O
108,with,O
108,vehicles,O
108,turning,O
108,in,O
108,to,O
108,the,O
108,AV,O
108,lane,O
108,of,O
108,travel.,O
108,Safety,O
108,driver,O
108,takes,O
108,over,O
108,once,O
108,the,O
108,AV,O
108,misses,O
108,it's,O
108,right,O
108,of,O
108,way.,O
109,AV,O
109,falsely,O
109,detects,O
109,a,O
109,pedestrian,O
109,yield,O
109,sign,O
109,as,O
109,a,O
109,"pedestrian,",O
109,causing,O
109,the,O
109,AV,O
109,to,O
109,come,O
109,to,O
109,a,O
109,stop.,O
109,Safety,O
109,driver,O
109,initiates,O
109,take,O
109,over,O
109,to,O
109,maintain,O
109,smooth,O
109,traffic,O
109,flow.No,O
109,AV,O
109,system,O
109,fault,O
109,detected.,O
110,Safety,O
110,driver,O
110,makes,O
110,a,O
110,preventive,O
110,"intervention,",O
110,with,O
110,an,O
110,on-coming,O
110,vehicle,O
110,on,O
110,a,O
110,narrow,O
110,road.,O
110,No,O
110,AV,O
110,system,O
110,fault,O
110,detected.,O
111,Safety,O
111,driver,O
111,decided,O
111,to,O
111,take,O
111,over,O
111,to,O
111,let,O
111,a,O
111,faster,O
111,trailer,O
111,vehicle,O
111,pass,O
111,the,O
111,AV,O
111,for,O
111,their,O
111,convenience.,O
111,No,O
111,AV,O
111,system,O
111,fault,O
111,detected.,O
112,AV,O
112,making,O
112,wide,O
112,right,O
112,"turn,",O
112,with,O
112,on,O
112,coming,O
112,vehicle,O
112,in,O
112,opposite,O
112,lane,O
112,of,O
112,the,O
112,road.,O
112,Driver,O
112,makes,O
112,a,O
112,preventive,O
112,intervention,O
112,to,O
112,avoid,O
112,any,O
112,unsafe,O
112,situation.,O
112,Cause:,O
112,Lateral,B-C
112,controls,I-C
112,issue,I-C
112,causing,O
112,wider,B-E
112,than,I-E
112,usual,I-E
112,turn.,I-E
113,Localization,O
113,Issue:,O
113,Wrong,O
113,GPS,O
113,state,O
114,Safety,O
114,precaution:,O
114,Smart,O
114,camera,O
114,output,O
114,problem,O
114,from,O
114,visualizer,O
115,Motion,O
115,&,O
115,Planning,O
115,Issue:,O
115,wrong,B-E
115,trajectory,I-E
115,at,O
115,the,O
115,curve,O
115,from,O
115,visualizer,B-C
115,with,O
115,a,O
115,new,O
115,module,O
116,Motion,O
116,&,O
116,Planning,O
116,Issue:,O
116,Smart,B-E
116,camera,I-E
116,output,I-E
116,problem,I-E
116,from,O
116,visualizer,B-C
117,Safety,O
117,precaution:,O
117,DBW,O
117,beeping,O
117,noise,O
118,Incorrect,B-C
118,prediction,I-C
118,lead,O
118,to,O
118,undesirable,B-E
118,motion,I-E
118,plan,I-E
119,AV,O
119,at,O
119,a,O
119,stop,O
119,sign,O
119,intersection,O
119,with,O
119,one,O
119,other,O
119,vehicle.,O
119,The,O
119,current,O
119,AV,O
119,version,O
119,takes,O
119,a,O
119,cautious,O
119,stop-creep,O
