Sentence_id,Word,Label,,sentence_id,words,labels
39,appropriate,,,,,
39,trajectory,,,,,
40,The,,,,,
40,operator,,,,,
40,disengaged,,,,,
40,the,,,,,
40,system,,,,,
40,manually,,,,,
40,to,,,,,
40,remain,,,,,
40,in,,,,,
40,the,,,,,
40,operational,,,,,
40,design,,,,,
40,domain.,,,,,
40,This,,,,,
40,was,,,,,
40,accomplished,,,,,
40,by,,,,,
40,pressing,,,,,
40,the,,,,,
40,brake,,,,,
40,pedal,,,,,
40,to,,,,,
40,reduce,,,,,
40,the,,,,,
40,velocity,,,,,
40,of,,,,,
40,the,,,,,
40,vehicle.,,,,,
41,Safety,,,,,
41,Driver,,,,,
41,disengaged,,,,,
41,to,,,,,
41,ensure,,,,,
41,proper,,,,,
41,behavior,,,,,
41,at,,,,,
41,traffic,,,,,
41,light.,,,,,
42,Driver,B-E,,,,
42,disengagement,I-E,,,,
42,due,,,,,
42,to,,,,,
42,control,B-C,,,,
42,discrepancy,I-C,,,,
42,resulting,,,,,
42,in,,,,,
42,undesired,B-CE,,,,
42,lateral,I-CE,,,,
42,movement,I-CE,,,,
42,in,,,,,
42,the,,,,,
42,lane,,,,,
43,Safety,,,,,
43,Driver,,,,,
43,disengaged,,,,,
43,to,,,,,
43,re-center,,,,,
43,vehicle,,,,,
43,in,,,,,
43,lane.,,,,,
44,Safety,,,,,
44,Driver,,,,,
44,disengaged,,,,,
44,upon,,,,,
44,judging,,,,,
44,that,,,,,
44,vehicle,,,,,
44,was,,,,,
44,too,,,,,
44,close,,,,,
44,to,,,,,
44,other,,,,,
44,road,,,,,
44,user,,,,,
44,or,,,,,
44,obstacle.,,,,,
45,Safety,,,,,
45,Driver,,,,,
45,disengaged,,,,,
45,upon,,,,,
45,judging,,,,,
45,that,,,,,
45,vehicle,,,,,
45,was,,,,,
45,too,,,,,
45,close,,,,,
45,to,,,,,
45,road,,,,,
45,boundary.,,,,,
46,Safety,B-E,,,,
46,Driver,I-E,,,,
46,disengaged,I-E,,,,
46,due,,,,,
46,to,,,,,
46,inappropriate,B-CE,,,,
46,"braking,",I-CE,,,,
46,caused,,,,,
46,by,,,,,
46,perception,B-C,,,,
46,issue.,I-C,,,,
47,Safety,B-E,,,,
47,Driver,I-E,,,,
47,disengaged,I-E,,,,
47,near,,,,,
47,crosswalk,,,,,
47,due,,,,,
47,to,,,,,
47,overly,B-C,,,,
47,conservative,I-C,,,,
47,vehicle,I-C,,,,
47,behavior.,I-C,,,,
48,Disengage,B-E,,,,
48,for,,,,,
48,a,B-CE,,,,
48,perception,I-CE,,,,
48,discrepancy,I-CE,,,,
48,for,,,,,
48,which,,,,,
48,a,,,,,
48,component,,,,,
48,of,,,,,
48,the,,,,,
48,vehicle's,,,,,
48,perception,,,,,
48,system,,,,,
48,failed,,,,,
48,to,,,,,
48,detect,,,,,
48,an,,,,,
48,object,,,,,
48,correctly,,,,,
49,Car,,,,,
49,stopped,,,,,
49,too,,,,,
49,far,,,,,
49,from,,,,,
49,line,,,,,
49,at,,,,,
49,"intersection,",,,,,
49,map,,,,,
49,annotation,,,,,
49,incorrect,,,,,
50,Reckless,,,,,
50,driver,,,,,
50,behind,,,,,
50,car,,,,,
50,trying,,,,,
50,to,,,,,
50,undertake,,,,,
50,during,,,,,
50,right,,,,,
50,turn.,,,,,
51,Car,,,,,
51,detected,,,,,
51,green,,,,,
51,traffic,,,,,
51,light,,,,,
51,color,,,,,
51,when,,,,,
51,"red,",,,,,
51,missclassification,,,,,
51,in,,,,,
51,perception,,,,,
52,Car,,,,,
52,driving,B-E,,,,
52,too,I-E,,,,
52,slow,I-E,,,,
52,due,,,,,
52,to,,,,,
52,stopped,B-C,,,,
52,truck,I-C,,,,
52,straddling,,,,,
52,lane,,,,,
53,Parked,,,,,
53,vehicle,,,,,
53,sticking,,,,,
53,out,,,,,
53,in,,,,,
53,road,,,,,
54,Car,,,,,
54,"stopped,",,,,,
54,then,,,,,
54,proceeded,,,,,
54,to,,,,,
54,make,,,,,
54,right,,,,,
54,turn,,,,,
54,on,,,,,
54,red,,,,,
54,however,,,,,
54,did,,,,,
54,not,,,,,
54,have,,,,,
54,sufficient,,,,,
54,view,,,,,
54,of,,,,,
54,oncoming,,,,,
54,traffic,,,,,
55,Car,,,,,
55,was,,,,,
55,going,,,,,
55,to,,,,,
55,cross,,,,,
55,4-way,,,,,
55,stop,,,,,
55,intersection,,,,,
55,when,,,,,
55,it,,,,,
55,was,,,,,
55,not,,,,,
55,its,,,,,
55,"turn,",,,,,
55,perception,,,,,
55,insufficient,,,,,
56,Reckless,,,,,
56,driver,,,,,
56,trying,,,,,
56,to,,,,,
56,undertake,,,,,
56,on,,,,,
56,right,,,,,
56,turn,,,,,
56,at,,,,,
56,red,,,,,
56,light,,,,,
57,Planning,,,,,
57,discrepancy;,,,,,
57,during,,,,,
57,double,,,,,
57,parked,,,,,
57,vehicle,,,,,
57,avoidance,,,,,
57,"maneuver,",,,,,
57,system,,,,,
57,planned,,,,,
57,incorrect,,,,,
57,trajectory,,,,,
58,The,,,,,
58,operator,,,,,
58,disengaged,,,,,
58,the,,,,,
58,system,,,,,
58,manually,,,,,
58,to,,,,,
58,remain,,,,,
58,in,,,,,
58,the,,,,,
58,operational,,,,,
58,design,,,,,
58,domain.,,,,,
58,The,,,,,
58,driver,,,,,
58,performed,,,,,
58,a,,,,,
58,steering,,,,,
58,manouver,,,,,
58,to,,,,,
58,correct,,,,,
58,the,,,,,
58,trajectory,,,,,
58,of,,,,,
58,the,,,,,
58,vehicle.,,,,,
59,Driver,,,,,
59,pressed,,,,,
59,the,,,,,
59,accelerator,,,,,
59,pedal,,,,,
59,because,,,,,
59,the,,,,,
59,vehicle,,,,,
59,was,,,,,
59,driving,,,,,
59,slower,,,,,
59,than,,,,,
59,driver,,,,,
59,expected.,,,,,
59,Vehicle,,,,,
59,not,,,,,
59,in,,,,,
59,an,,,,,
59,active,,,,,
59,construction,,,,,
59,zone.,,,,,
59,No,,,,,
59,emergency,,,,,
59,vehicles,,,,,
59,or,,,,,
59,collisions,,,,,
59,present,,,,,
59,in,,,,,
59,the,,,,,
59,vicinity.,,,,,
59,Weather,,,,,
59,and/or,,,,,
59,road,,,,,
59,conditions,,,,,
59,dry,,,,,
59,in,,,,,
59,the,,,,,
59,area.,,,,,
60,"Planning,",,,,,
60,driver,,,,,
60,precautionarily,,,,,
60,intervened,,,,,
60,for,,,,,
60,insufficient,B-C,,,,
60,yielding,I-C,,,,
60,to,,,,,
60,a,,,,,
60,vehicle,,,,,
60,going,,,,,
60,straight,,,,,
61,Safety,,,,,
61,Driver,B-E,,,,
61,disengaged,I-E,,,,
61,due,,,,,
61,to,,,,,
61,issue,B-C,,,,
61,with,,,,,
61,lane,,,,,
61,change,,,,,
61,maneuver.,,,,,
62,During,,,,,
62,an,,,,,
62,exit/merge,,,,,
62,the,,,,,
62,test,,,,,
62,vehicle,,,,,
62,was,,,,,
62,going,,,,,
62,the,,,,,
62,"""correct""",,,,,
62,speed,,,,,
62,as,,,,,
62,posted,,,,,
62,by,,,,,
62,road,,,,,
62,"signs,",,,,,
62,but,,,,,
62,was,,,,,
62,going,,,,,
62,too,,,,,
62,slow,,,,,
62,or,,,,,
62,too,,,,,
62,fast,,,,,
62,given,,,,,
62,the,,,,,
62,traffic,,,,,
62,and,,,,,
62,road,,,,,
62,conditions.,,,,,
62,Conditions:,,,,,
62,Non-inclement,,,,,
62,"weather,",,,,,
62,dry,,,,,
62,"roads,",,,,,
62,no,,,,,
62,other,,,,,
62,factors,,,,,
62,involved,,,,,
63,During,,,,,
63,a,,,,,
63,"merge,",,,,,
63,the,,,,,
63,test,,,,,
63,vehicle,,,,,
63,failed,,,,,
63,to,,,,,
63,keep,,,,,
63,an,,,,,
63,appropriate,,,,,
63,distance,,,,,
63,between,,,,,
63,a,,,,,
63,merging,,,,,
63,car,,,,,
63,or,,,,,
63,the,,,,,
63,merging,,,,,
63,car,,,,,
63,failed,,,,,
63,to,,,,,
63,yield,,,,,
63,to,,,,,
63,us.,,,,,
63,Conditions:,,,,,
63,Non-inclement,,,,,
63,"weather,",,,,,
63,dry,,,,,
63,"roads,",,,,,
63,no,,,,,
63,other,,,,,
63,factors,,,,,
63,involved,,,,,
64,Reckless,,,,,
64,driver,,,,,
64,tailgating,,,,,
65,Detected,,,,,
65,red,,,,,
65,traffic,,,,,
65,light,,,,,
65,color,,,,,
65,when,,,,,
65,"green,",,,,,
65,missclassification,,,,,
65,in,,,,,
65,perception,,,,,
66,Stopped,,,,,
66,at,,,,,
66,pedestrian,,,,,
66,crossing,,,,,
66,when,,,,,
66,there,,,,,
66,was,,,,,
66,no,,,,,
66,"pedestrian,",,,,,
66,yield,,,,,
66,sign,,,,,
66,misinterpreted,,,,,
66,as,,,,,
66,pedestrian,,,,,
67,Right,,,,,
67,turn,,,,,
67,at,,,,,
67,traffic,,,,,
67,light,,,,,
67,too,,,,,
67,"slow,",,,,,
67,due,,,,,
67,to,,,,,
67,internal,B-C,,,,
67,system,I-C,,,,
67,speed,I-C,,,,
67,contraint,I-C,,,,
68,Vehicle,,,,,
68,on,,,,,
68,left,,,,,
68,of,,,,,
68,3-way,,,,,
68,stop,,,,,
68,intersection,,,,,
68,not,,,,,
68,"detected,",,,,,
68,sensors,,,,,
68,inputs,,,,,
68,into,,,,,
68,fusion,,,,,
68,layer,,,,,
68,did,,,,,
68,not,,,,,
68,agree,,,,,
68,with,,,,,
68,high,,,,,
68,confidence,,,,,
68,that,,,,,
68,a,,,,,
68,perpendicular,,,,,
68,facing,,,,,
68,vehicle,,,,,
68,was,,,,,
68,at,,,,,
68,the,,,,,
68,intersection,,,,,
69,Understeer,,,,,
69,on,,,,,
69,right,,,,,
69,"turn,",,,,,
69,control,,,,,
69,tuning,,,,,
69,needs,,,,,
69,improvement,,,,,
70,Prediction,,,,,
70,discrepancy;,,,,,
70,incorrect,B-E,,,,
70,trajectory,I-E,,,,
70,estimation,I-E,,,,
70,for,,,,,
70,a,,,,,
70,vehicle,,,,,
70,cutting,,,,,
70,into,,,,,
70,lane,,,,,
70,of,,,,,
70,traffic,,,,,
71,Car,,,,,
71,approaching,,,,,
71,stop,,,,,
71,intersection,,,,,
71,too,,,,,
71,"fast,",,,,,
71,deceleration,,,,,
71,profile,,,,,
71,for,,,,,
71,longitudonal,,,,,
71,control,,,,,
71,required,,,,,
71,tuning,,,,,
72,Car,,,,,
72,creeping,,,,,
72,into,,,,,
72,crosswalk,,,,,
72,when,,,,,
72,stopping,,,,,
72,for,,,,,
72,"intersection,",,,,,
72,incorrect,,,,,
72,map,,,,,
72,annotation,,,,,
72,for,,,,,
72,crosswalk,,,,,
72,intersection,,,,,
73,Car,,,,,
73,too,,,,,
73,slow,,,,,
73,to,,,,,
73,make,,,,,
73,left,,,,,
73,turn,,,,,
73,at,,,,,
73,"intersection,",,,,,
73,intersection,,,,,
73,deemed,,,,,
73,not,,,,,
73,clear,,,,,
73,although,,,,,
73,car,,,,,
73,had,,,,,
73,right,,,,,
73,of,,,,,
73,way,,,,,
74,Detected,,,,,
74,green,,,,,
74,traffic,,,,,
74,light,,,,,
74,color,,,,,
74,when,,,,,
74,"red,",,,,,
74,misclassification,,,,,
74,in,,,,,
74,perception,,,,,
75,Car,,,,,
75,too,,,,,
75,slow,,,,,
75,to,,,,,
75,cross,,,,,
75,stop-intersection,,,,,
75,when,,,,,
75,it,,,,,
75,was,,,,,
75,its,,,,,
75,turn,,,,,
75,due,,,,,
75,to,,,,,
75,controls,B-C,,,,
75,logic,I-C,,,,
76,Car,,,,,
76,taking,,,,,
76,too,,,,,
76,long,,,,,
76,to,,,,,
76,make,,,,,
76,a,,,,,
76,lane,,,,,
76,"change,",,,,,
76,perception,,,,,
76,judged,,,,,
76,space,,,,,
76,insufficient,,,,,
77,Car,,,,,
77,backing,,,,,
77,out,,,,,
77,into,,,,,
77,vehicle,,,,,
77,and,,,,,
77,pedestrians,,,,,
77,J-walking,,,,,
77,on,,,,,
77,opposite,,,,,
77,side,,,,,
77,of,,,,,
77,street,,,,,
78,Stopped,,,,,
78,on,,,,,
78,right,,,,,
78,turn,,,,,
78,at,,,,,
78,red,,,,,
78,light,,,,,
78,too,,,,,
78,early,,,,,
78,before,,,,,
78,"proceeding,",,,,,
78,planning,,,,,
78,needs,,,,,
78,to,,,,,
78,be,,,,,
78,modified,,,,,
78,to,,,,,
78,account,,,,,
78,for,,,,,
78,right,,,,,
78,turn,,,,,
78,visibility,,,,,
78,at,,,,,
78,intersection,,,,,
79,Safety,,,,,
79,Driver,,,,,
79,disengaged,B-E,,,,
79,due,,,,,
79,to,,,,,
79,inappropriate,B-C,,,,
79,braking,I-C,,,,
79,proposal.,I-C,,,,
80,Driver,B-E,,,,
80,disengagement,I-E,,,,
80,due,,,,,
80,to,,,,,
80,perception,B-C,,,,
80,discrepancy,I-C,,,,
80,in,,,,,
80,the,,,,,
80,detection,,,,,
80,of,,,,,
80,vehicle,,,,,
80,in,,,,,
80,adjacent,,,,,
80,lane,,,,,
81,Driver,B-E,,,,
81,disengagement,I-E,,,,
81,due,,,,,
81,to,,,,,
81,planning,B-C,,,,
81,discrepancy,I-C,,,,
81,in,,,,,
81,the,,,,,
81,execution,,,,,
81,of,,,,,
81,mandatory,,,,,
81,lane,,,,,
81,change,,,,,
82,Prediction,,,,,
82,discrepancy;,,,,,
82,incorrect,B-E,,,,
82,trajectory,I-E,,,,
82,estimation,I-E,,,,
82,for,,,,,
82,a,,,,,
82,vehicle,,,,,
82,entering,,,,,
82,4-way,,,,,
82,intersection,,,,,
82,early,,,,,
83,Hardware,B-C,,,,
83,diagnostic,I-C,,,,
83,caused,,,,,
83,software,B-E,,,,
83,kickout,I-E,,,,
84,Motion/Behaviour,,,,,
84,planning,,,,,
84,discrepancy;,,,,,
84,On,,,,,
84,city,,,,,
84,road,,,,,
84,in,,,,,
84,moderate,,,,,
84,traffic,,,,,
84,with,,,,,
84,cloudy,,,,,
84,sky,,,,,
84,during,,,,,
84,dusk,,,,,
85,Motion,,,,,
85,&,,,,,
85,Planning,,,,,
85,Issue:,,,,,
85,Wrong,,,,,
85,trajectory,,,,,
85,at,,,,,
85,highway,,,,,
85,exit,,,,,
86,Motion/Behaviour,,,,,
86,planning,,,,,
86,discrepancy;,,,,,
86,On,,,,,
86,city,,,,,
86,road,,,,,
86,in,,,,,
86,moderate,,,,,
86,traffic,,,,,
86,with,,,,,
86,clear,,,,,
86,sky,,,,,
86,during,,,,,
86,night,,,,,
87,An,B-C,,,,
87,issue,I-C,,,,
87,with,,,,,
87,motion,,,,,
87,control,,,,,
87,system,,,,,
87,caused,,,,,
87,the,,,,,
87,system,,,,,
87,to,,,,,
87,disengage.,B-E,,,,
87,The,,,,,
87,system,,,,,
87,asked,,,,,
87,the,,,,,
87,operator,,,,,
87,to,,,,,
87,take,,,,,
87,control,,,,,
87,of,,,,,
87,the,,,,,
87,vehicle.,,,,,
88,Car,,,,,
88,did,,,,,
88,not,,,,,
88,slow,,,,,
88,down,,,,,
88,soon,,,,,
88,enough,,,,,
88,for,,,,,
88,detected,,,,,
88,"vehicle,",,,,,
88,perception,,,,,
88,saw,,,,,
88,vehicle,,,,,
88,in,,,,,
88,motion,,,,,
88,when,,,,,
88,static,,,,,
89,Car,,,,,
89,did,,,,,
89,not,,,,,
89,drive,,,,,
89,once,,,,,
89,traffic,,,,,
89,light,,,,,
89,turned,,,,,
89,"green,",,,,,
89,acceleration,,,,,
89,request,,,,,
89,too,,,,,
89,low,,,,,
89,for,,,,,
89,longitudinal,,,,,
89,control,,,,,
90,Car,,,,,
90,getting,,,,,
90,close,,,,,
90,to,,,,,
90,curb,,,,,
90,of,,,,,
90,sidewalk,,,,,
90,while,,,,,
90,driving,,,,,
90,due,,,,,
90,to,,,,,
90,oscillation,B-C,,,,
90,in,,,,,
90,lateral,,,,,
90,control,,,,,
91,Car,,,,,
91,stopping,,,,,
91,too,,,,,
91,close,,,,,
91,to,,,,,
